movement_date,store_id,sku_id,supplier_id,quantity_received
2022-06-01,12,229,1,75
2022-06-01,12,286,14,68
2022-06-01,12,63,11,65
2022-06-01,12,2,13,44
2022-06-01,12,157,10,55
2022-06-01,12,69,7,131
2022-06-01,12,72,12,53
2022-06-01,12,232,9,121
2022-06-01,12,256,13,38
2022-06-01,12,6,14,46
2022-06-01,12,255,12,26
2022-06-01,12,93,15,138
2022-06-01,13,277,5,61
2022-06-01,13,19,12,54
2022-06-01,13,85,14,45
2022-06-01,13,252,2,41
2022-06-01,13,83,3,109
2022-06-01,13,159,5,145
2022-06-01,13,190,12,146
2022-06-01,13,248,5,146
2022-06-01,13,153,10,121
2022-06-01,13,136,11,67
2022-06-01,13,3,11,80
2022-06-01,13,199,14,69
2022-06-01,13,80,5,143
2022-06-01,13,255,12,123
2022-06-01,13,13,12,134
2022-06-01,13,5,8,21
2022-06-01,13,168,9,71
2022-06-01,13,231,3,131
2022-06-01,14,78,15,93
2022-06-01,14,260,6,114
2022-06-01,14,124,4,52
2022-06-01,14,217,14,106
2022-06-01,14,165,12,25
2022-06-01,14,143,12,25
2022-06-01,14,229,1,107
2022-06-01,14,228,5,74
2022-06-01,14,6,14,101
2022-06-01,14,51,2,111
2022-06-01,14,300,8,111
2022-06-01,14,123,8,45
2022-06-01,14,67,7,79
2022-06-01,14,83,3,89
2022-06-01,14,179,3,114
2022-06-01,14,61,2,71
2022-06-01,14,4,1,98
2022-06-01,14,297,7,39
2022-06-01,15,102,1,134
2022-06-01,15,117,15,22
2022-06-01,15,11,15,22
2022-06-01,15,60,14,125
2022-06-01,15,112,10,135
2022-06-01,15,37,9,132
2022-06-01,15,129,6,73
2022-06-01,15,214,7,144
2022-06-01,15,46,13,61
2022-06-01,15,91,11,141
2022-06-01,15,78,15,75
2022-06-01,15,211,9,66
2022-06-01,15,191,7,35
2022-06-01,15,159,5,112
2022-06-01,15,21,9,139
2022-06-01,15,287,9,147
2022-06-01,15,92,13,34
2022-06-01,15,61,2,111
2022-06-01,16,289,12,116
2022-06-01,16,2,13,109
2022-06-01,16,196,13,136
2022-06-01,16,153,10,127
2022-06-01,16,32,14,139
2022-06-01,16,163,3,83
2022-06-01,16,218,3,33
2022-06-01,16,266,1,65
2022-06-01,16,234,1,114
2022-06-01,16,124,4,105
2022-06-01,16,233,8,128
2022-06-01,16,96,8,29
2022-06-01,16,243,2,106
2022-06-01,16,232,9,85
2022-06-01,16,112,10,115
2022-06-01,16,143,12,51
2022-06-01,16,175,2,140
2022-06-01,16,37,9,56
2022-06-01,17,86,13,43
2022-06-01,17,61,2,96
2022-06-01,17,262,7,85
2022-06-01,17,10,5,122
2022-06-01,17,79,4,86
2022-06-01,17,152,13,62
2022-06-01,17,149,8,77
2022-06-01,17,193,10,39
2022-06-01,17,200,9,98
2022-06-01,17,275,10,85
2022-06-01,17,37,9,99
2022-06-01,17,179,3,65
2022-06-01,17,116,7,145
2022-06-01,17,114,13,149
2022-06-01,17,101,2,141
2022-06-01,17,50,5,108
2022-06-01,17,93,15,124
2022-06-01,17,159,5,128
2022-06-01,18,299,3,38
2022-06-01,18,282,9,104
2022-06-01,18,38,3,107
2022-06-01,18,26,12,48
2022-06-01,18,271,4,108
2022-06-01,18,144,9,139
2022-06-01,18,263,12,89
2022-06-01,18,133,13,34
2022-06-01,18,174,7,29
2022-06-01,18,171,4,73
2022-06-01,18,223,7,149
2022-06-01,18,64,11,28
2022-06-01,18,206,3,87
2022-06-01,18,159,5,113
2022-06-01,18,293,4,122
2022-06-01,18,277,5,117
2022-06-01,18,82,6,112
2022-06-01,18,214,7,105
2022-06-01,19,287,9,149
2022-06-01,19,140,6,92
2022-06-01,19,219,4,106
2022-06-01,19,124,4,128
2022-06-01,19,263,12,34
2022-06-01,19,152,13,140
2022-06-01,19,127,6,97
2022-06-01,19,293,4,38
2022-06-01,19,32,14,21
2022-06-01,19,227,8,105
2022-06-01,19,241,1,20
2022-06-01,19,107,14,96
2022-06-01,19,259,6,129
2022-06-01,19,271,4,82
2022-06-01,19,171,4,44
2022-06-01,19,113,7,43
2022-06-01,19,290,1,136
2022-06-01,19,8,7,81
2022-06-01,20,23,1,87
2022-06-01,20,142,6,112
2022-06-01,20,183,7,112
2022-06-01,20,165,12,103
2022-06-01,20,78,15,112
2022-06-01,20,209,13,86
2022-06-01,20,149,8,71
2022-06-01,20,55,4,59
2022-06-01,20,136,11,70
2022-06-01,20,88,5,81
2022-06-01,20,34,10,68
2022-06-01,20,80,5,146
2022-06-01,20,152,13,112
2022-06-01,20,225,14,91
2022-06-01,20,282,9,119
2022-06-01,20,129,6,147
2022-06-01,20,202,3,126
2022-06-01,20,232,9,121
2022-06-01,21,135,15,21
2022-06-01,21,211,9,67
2022-06-01,21,106,9,21
2022-06-01,21,118,8,59
2022-06-01,21,9,9,66
2022-06-01,21,104,4,116
2022-06-01,21,197,13,134
2022-06-01,21,43,6,101
2022-06-01,21,49,12,35
2022-06-01,21,66,5,131
2022-06-01,21,250,6,125
2022-06-01,21,45,5,123
2022-06-01,21,56,15,140
2022-06-01,21,280,15,99
2022-06-01,21,34,10,105
2022-06-01,21,100,2,116
2022-06-01,21,228,5,105
2022-06-01,21,83,3,143
2022-06-01,22,204,5,63
2022-06-01,22,236,6,93
2022-06-01,22,41,8,104
2022-06-01,22,36,14,36
2022-06-01,22,173,1,63
2022-06-01,22,38,3,35
2022-06-01,22,27,6,120
2022-06-01,22,201,2,132
2022-06-01,22,81,13,90
2022-06-01,22,165,12,141
2022-06-01,22,20,13,127
2022-06-01,22,96,8,82
2022-06-01,22,152,13,112
2022-06-01,22,71,5,132
2022-06-01,22,82,6,82
2022-06-01,22,61,2,141
2022-06-01,22,33,14,109
2022-06-01,22,114,13,112
2022-06-01,23,69,7,104
2022-06-01,23,158,11,117
2022-06-01,23,21,9,135
2022-06-01,23,2,13,63
2022-06-01,23,152,13,84
2022-06-01,23,174,7,117
2022-06-01,23,212,1,137
2022-06-01,23,188,15,138
2022-06-01,23,95,3,36
2022-06-01,23,227,8,116
2022-06-01,23,283,7,42
2022-06-01,23,180,12,85
2022-06-01,23,258,3,91
2022-06-01,23,93,15,55
2022-06-01,23,150,10,68
2022-06-01,23,262,7,54
2022-06-01,23,177,15,44
2022-06-01,23,189,3,136
2022-06-01,24,240,13,83
2022-06-01,24,9,9,37
2022-06-01,24,75,4,115
2022-06-01,24,180,12,89
2022-06-01,24,178,1,54
2022-06-01,24,215,8,145
2022-06-01,24,38,3,41
2022-06-01,24,258,3,139
2022-06-01,24,168,9,56
2022-06-01,24,296,13,84
2022-06-01,24,205,2,37
2022-06-01,24,99,14,22
2022-06-01,24,232,9,61
2022-06-01,24,223,7,123
2022-06-01,24,76,11,109
2022-06-01,24,197,13,124
2022-06-01,24,73,15,69
2022-06-01,24,93,15,123
2022-06-01,25,3,11,54
2022-06-01,25,167,10,131
2022-06-01,25,137,13,54
2022-06-01,25,93,15,55
2022-06-01,25,192,11,105
2022-06-01,25,249,8,123
2022-06-01,25,12,1,30
2022-06-01,25,191,7,128
2022-06-01,25,261,2,137
2022-06-01,25,29,11,149
2022-06-01,25,91,11,128
2022-06-01,25,39,5,115
2022-06-01,25,218,3,133
2022-06-01,25,113,7,111
2022-06-01,25,300,8,73
2022-06-01,25,87,4,31
2022-06-01,25,162,8,79
2022-06-01,25,95,3,34
2022-06-01,26,115,15,139
2022-06-01,26,4,1,140
2022-06-01,26,31,8,65
2022-06-01,26,129,6,25
2022-06-01,26,159,5,137
2022-06-01,26,127,6,46
2022-06-01,26,80,5,35
2022-06-01,26,54,12,42
2022-06-01,26,96,8,111
2022-06-01,26,273,6,35
2022-06-01,26,149,8,32
2022-06-01,26,280,15,145
2022-06-01,26,166,7,75
2022-06-01,26,181,2,132
2022-06-01,26,133,13,38
2022-06-01,26,101,2,61
2022-06-01,26,32,14,105
2022-06-01,26,220,10,32
2022-06-01,27,292,8,85
2022-06-01,27,163,3,141
2022-06-01,27,183,7,22
2022-06-01,27,66,5,38
2022-06-01,27,195,14,67
2022-06-01,27,17,5,140
2022-06-01,27,296,13,128
2022-06-01,27,39,5,136
2022-06-01,27,255,12,70
2022-06-01,27,294,3,134
2022-06-01,27,27,6,97
2022-06-01,27,211,9,82
2022-06-01,27,176,5,60
2022-06-01,27,151,9,97
2022-06-01,27,3,11,25
2022-06-01,27,15,7,54
2022-06-01,27,261,2,125
2022-06-01,27,282,9,125
2022-06-01,28,255,12,105
2022-06-01,28,236,6,79
2022-06-01,28,119,1,103
2022-06-01,28,75,4,115
2022-06-01,28,175,2,53
2022-06-01,28,153,10,46
2022-06-01,28,99,14,37
2022-06-01,28,111,12,147
2022-06-01,28,221,6,62
2022-06-01,28,203,7,33
2022-06-01,28,139,6,57
2022-06-01,28,104,4,58
2022-06-01,28,103,13,57
2022-06-01,28,167,10,88
2022-06-01,28,279,13,32
2022-06-01,28,294,3,87
2022-06-01,28,164,4,74
2022-06-01,28,124,4,127
2022-06-01,29,267,3,65
2022-06-01,29,238,7,117
2022-06-01,29,33,14,85
2022-06-01,29,153,10,59
2022-06-01,29,275,10,53
2022-06-01,29,142,6,75
2022-06-01,29,57,11,102
2022-06-01,29,300,8,37
2022-06-01,29,190,12,112
2022-06-01,29,72,12,133
2022-06-01,29,17,5,74
2022-06-01,29,122,10,132
2022-06-01,29,42,2,59
2022-06-01,29,105,10,103
2022-06-01,29,283,7,34
2022-06-01,29,58,7,30
2022-06-01,29,139,6,78
2022-06-01,29,264,2,47
2022-06-01,30,266,1,45
2022-06-01,30,59,6,91
2022-06-01,30,204,5,132
2022-06-01,30,268,2,111
2022-06-01,30,16,15,120
2022-06-01,30,257,10,122
2022-06-01,30,300,8,54
2022-06-01,30,252,2,29
2022-06-01,30,159,5,143
2022-06-01,30,212,1,55
2022-06-01,30,130,1,113
2022-06-01,30,181,2,29
2022-06-01,30,213,11,25
2022-06-01,30,206,3,74
2022-06-01,30,203,7,67
2022-06-01,30,171,4,91
2022-06-01,30,61,2,42
2022-06-01,30,5,8,87
2022-06-01,31,50,5,41
2022-06-01,31,210,7,72
2022-06-01,31,94,12,99
2022-06-01,31,232,9,66
2022-06-01,31,225,14,130
2022-06-01,31,56,15,103
2022-06-01,31,168,9,141
2022-06-01,31,142,6,143
2022-06-01,31,136,11,26
2022-06-01,31,157,10,109
2022-06-01,31,135,15,65
2022-06-01,31,176,5,72
2022-06-01,31,58,7,144
2022-06-01,31,212,1,89
2022-06-01,31,154,8,89
2022-06-01,31,264,2,49
2022-06-01,31,256,13,74
2022-06-01,31,80,5,64
2022-06-01,32,244,12,139
2022-06-01,32,211,9,29
2022-06-01,32,246,12,72
2022-06-01,32,187,5,64
2022-06-01,32,183,7,29
2022-06-01,32,238,7,65
2022-06-01,32,200,9,124
2022-06-01,32,277,5,47
2022-06-01,32,84,2,34
2022-06-01,32,101,2,85
2022-06-01,32,64,11,105
2022-06-01,32,155,8,130
2022-06-01,32,237,9,87
2022-06-01,32,164,4,78
2022-06-01,32,235,11,90
2022-06-01,32,85,14,133
2022-06-01,32,79,4,70
2022-06-01,32,220,10,74
2022-06-01,33,39,5,24
2022-06-01,33,95,3,147
2022-06-01,33,147,15,99
2022-06-01,33,60,14,76
2022-06-01,33,35,2,31
2022-06-01,33,77,3,42
2022-06-01,33,262,7,105
2022-06-01,33,152,13,129
2022-06-01,33,161,2,144
2022-06-01,33,122,10,24
2022-06-01,33,119,1,106
2022-06-01,33,216,12,66
2022-06-01,33,215,8,127
2022-06-01,33,48,9,73
2022-06-01,33,173,1,101
2022-06-01,33,166,7,20
2022-06-01,33,146,9,91
2022-06-01,33,91,11,30
2022-06-01,34,224,13,69
2022-06-01,34,104,4,100
2022-06-01,34,217,14,76
2022-06-01,34,99,14,118
2022-06-01,34,166,7,67
2022-06-01,34,56,15,70
2022-06-01,34,83,3,137
2022-06-01,34,18,3,131
2022-06-01,34,196,13,88
2022-06-01,34,221,6,113
2022-06-01,34,70,15,65
2022-06-01,34,260,6,48
2022-06-01,34,10,5,124
2022-06-01,34,295,14,113
2022-06-01,34,236,6,135
2022-06-01,34,4,1,61
2022-06-01,34,36,14,51
2022-06-01,34,204,5,102
2022-06-01,35,18,3,20
2022-06-01,35,190,12,38
2022-06-01,35,108,11,40
2022-06-01,35,72,12,63
2022-06-01,35,123,8,130
2022-06-01,35,299,3,60
2022-06-01,35,245,5,102
2022-06-01,35,212,1,48
2022-06-01,35,25,3,69
2022-06-01,35,5,8,102
2022-06-01,35,197,13,23
2022-06-01,35,203,7,140
2022-06-01,35,47,10,103
2022-06-01,35,260,6,137
2022-06-01,35,2,13,99
2022-06-01,35,1,3,76
2022-06-01,35,131,12,148
2022-06-01,35,218,3,97
2022-06-01,36,278,13,102
2022-06-01,36,45,5,109
2022-06-01,36,272,8,55
2022-06-01,36,130,1,20
2022-06-01,36,152,13,21
2022-06-01,36,165,12,30
2022-06-01,36,195,14,56
2022-06-01,36,55,4,75
2022-06-01,36,259,6,72
2022-06-01,36,78,15,145
2022-06-01,36,76,11,30
2022-06-01,36,59,6,37
2022-06-01,36,226,4,84
2022-06-01,36,23,1,61
2022-06-01,36,105,10,144
2022-06-01,36,22,1,73
2022-06-01,36,14,10,141
2022-06-01,36,158,11,48
2022-06-01,37,216,12,141
2022-06-01,37,196,13,39
2022-06-01,37,21,9,123
2022-06-01,37,47,10,115
2022-06-01,37,108,11,126
2022-06-01,37,255,12,91
2022-06-01,37,30,3,29
2022-06-01,37,163,3,63
2022-06-01,37,122,10,144
2022-06-01,37,268,2,38
2022-06-01,37,51,2,38
2022-06-01,37,193,10,33
2022-06-01,37,183,7,65
2022-06-01,37,12,1,137
2022-06-01,37,78,15,69
2022-06-01,37,74,9,42
2022-06-01,37,62,12,125
2022-06-01,37,61,2,128
2022-06-01,38,12,1,72
2022-06-01,38,224,13,65
2022-06-01,38,293,4,20
2022-06-01,38,257,10,30
2022-06-01,38,188,15,43
2022-06-01,38,195,14,128
2022-06-01,38,143,12,37
2022-06-01,38,37,9,92
2022-06-01,38,44,12,103
2022-06-01,38,281,15,117
2022-06-01,38,221,6,95
2022-06-01,38,78,15,104
2022-06-01,38,157,10,21
2022-06-01,38,230,4,113
2022-06-01,38,46,13,128
2022-06-01,38,5,8,42
2022-06-01,38,284,10,97
2022-06-01,38,30,3,47
2022-06-01,39,31,8,38
2022-06-01,39,195,14,75
2022-06-01,39,280,15,44
2022-06-01,39,178,1,31
2022-06-01,39,52,5,111
2022-06-01,39,41,8,77
2022-06-01,39,11,15,69
2022-06-01,39,133,13,130
2022-06-01,39,189,3,25
2022-06-01,39,131,12,84
2022-06-01,39,162,8,60
2022-06-01,39,207,10,81
2022-06-01,39,40,10,108
2022-06-01,39,300,8,111
2022-06-01,39,191,7,137
2022-06-01,39,233,8,34
2022-06-01,39,35,2,79
2022-06-01,39,69,7,90
2022-06-01,40,148,10,49
2022-06-01,40,263,12,133
2022-06-01,40,156,1,80
2022-06-01,40,273,6,63
2022-06-01,40,255,12,25
2022-06-01,40,286,14,50
2022-06-01,40,40,10,93
2022-06-01,40,166,7,29
2022-06-01,40,82,6,109
2022-06-01,40,137,13,110
2022-06-01,40,15,7,105
2022-06-01,40,1,3,58
2022-06-01,40,158,11,62
2022-06-01,40,143,12,44
2022-06-01,40,289,12,117
2022-06-01,40,291,12,25
2022-06-01,40,227,8,84
2022-06-01,40,254,6,72
2022-06-02,1,185,1,89
2022-06-02,1,236,6,52
2022-06-02,1,107,14,68
2022-06-02,1,3,11,86
2022-06-02,1,77,3,75
2022-06-02,1,22,1,146
2022-06-02,1,63,11,61
2022-06-02,1,150,10,22
2022-06-02,1,186,6,148
2022-06-02,1,34,10,27
2022-06-02,1,58,7,28
2022-06-02,1,124,4,129
2022-06-02,1,157,10,126
2022-06-02,1,228,5,42
2022-06-02,1,274,12,107
2022-06-02,1,247,11,20
2022-06-02,1,171,4,79
2022-06-02,1,287,9,54
2022-06-02,2,259,6,40
2022-06-02,2,69,7,52
2022-06-02,2,140,6,96
2022-06-02,2,146,9,27
2022-06-02,2,204,5,62
2022-06-02,2,1,3,123
2022-06-02,2,78,15,40
2022-06-02,2,15,7,32
2022-06-02,2,246,12,67
2022-06-02,2,180,12,51
2022-06-02,2,282,9,57
2022-06-02,2,35,2,21
2022-06-02,2,116,7,32
2022-06-02,2,42,2,40
2022-06-02,2,207,10,82
2022-06-02,2,264,2,119
2022-06-02,2,230,4,133
2022-06-02,2,53,15,54
2022-06-02,3,240,13,75
2022-06-02,3,174,7,129
2022-06-02,3,37,9,48
2022-06-02,3,3,11,51
2022-06-02,3,287,9,120
2022-06-02,3,195,14,125
2022-06-02,3,252,2,68
2022-06-02,3,45,5,50
2022-06-02,3,140,6,40
2022-06-02,3,135,15,58
2022-06-02,3,105,10,102
2022-06-02,3,53,15,103
2022-06-02,3,245,5,87
2022-06-02,3,182,1,71
2022-06-02,3,299,3,148
2022-06-02,3,118,8,37
2022-06-02,3,144,9,93
2022-06-02,3,257,10,37
2022-06-02,4,36,14,98
2022-06-02,4,32,14,122
2022-06-02,4,242,12,39
2022-06-02,4,193,10,53
2022-06-02,4,11,15,26
2022-06-02,4,196,13,135
2022-06-02,4,259,6,141
2022-06-02,4,159,5,139
2022-06-02,4,294,3,132
2022-06-02,4,188,15,51
2022-06-02,4,288,7,141
2022-06-02,4,97,10,38
2022-06-02,4,85,14,27
2022-06-02,4,148,10,111
2022-06-02,4,257,10,106
2022-06-02,4,291,12,100
2022-06-02,4,110,15,97
2022-06-02,4,18,3,95
2022-06-02,5,177,15,79
2022-06-02,5,49,12,122
2022-06-02,5,44,12,118
2022-06-02,5,110,15,21
2022-06-02,5,79,4,148
2022-06-02,5,125,4,139
2022-06-02,5,227,8,99
2022-06-02,5,41,8,107
2022-06-02,5,211,9,114
2022-06-02,5,38,3,92
2022-06-02,5,150,10,148
2022-06-02,5,103,13,59
2022-06-02,5,226,4,44
2022-06-02,5,202,3,116
2022-06-02,5,290,1,97
2022-06-02,5,185,1,51
2022-06-02,5,100,2,115
2022-06-02,5,26,12,70
2022-06-02,6,277,5,113
2022-06-02,6,144,9,124
2022-06-02,6,297,7,101
2022-06-02,6,146,9,87
2022-06-02,6,171,4,23
2022-06-02,6,240,13,61
2022-06-02,6,107,14,77
2022-06-02,6,183,7,33
2022-06-02,6,24,1,27
2022-06-02,6,109,7,83
2022-06-02,6,34,10,120
2022-06-02,6,94,12,108
2022-06-02,6,158,11,59
2022-06-02,6,253,3,40
2022-06-02,6,283,7,96
2022-06-02,6,43,6,120
2022-06-02,6,235,11,130
2022-06-02,6,7,6,110
2022-06-02,7,66,5,109
2022-06-02,7,161,2,106
2022-06-02,7,278,13,76
2022-06-02,7,37,9,83
2022-06-02,7,281,15,32
2022-06-02,7,257,10,51
2022-06-02,7,293,4,39
2022-06-02,7,98,4,29
2022-06-02,7,18,3,50
2022-06-02,7,82,6,27
2022-06-02,7,280,15,122
2022-06-02,7,299,3,59
2022-06-02,7,215,8,37
2022-06-02,7,42,2,136
2022-06-02,7,240,13,128
2022-06-02,7,267,3,72
2022-06-02,7,107,14,33
2022-06-02,7,56,15,24
2022-06-02,8,70,15,49
2022-06-02,8,157,10,102
2022-06-02,8,239,4,62
2022-06-02,8,13,12,100
2022-06-02,8,142,6,25
2022-06-02,8,115,15,110
2022-06-02,8,9,9,111
2022-06-02,8,25,3,22
2022-06-02,8,210,7,63
2022-06-02,8,180,12,94
2022-06-02,8,232,9,117
2022-06-02,8,1,3,56
2022-06-02,8,159,5,96
2022-06-02,8,226,4,148
2022-06-02,8,154,8,105
2022-06-02,8,223,7,75
2022-06-02,8,4,1,81
2022-06-02,8,241,1,99
2022-06-02,9,7,6,75
2022-06-02,9,198,9,42
2022-06-02,9,277,5,65
2022-06-02,9,116,7,50
2022-06-02,9,190,12,149
2022-06-02,9,244,12,121
2022-06-02,9,98,4,145
2022-06-02,9,30,3,53
2022-06-02,9,58,7,92
2022-06-02,9,283,7,56
2022-06-02,9,172,10,124
2022-06-02,9,290,1,69
2022-06-02,9,242,12,110
2022-06-02,9,249,8,31
2022-06-02,9,78,15,108
2022-06-02,9,214,7,30
2022-06-02,9,199,14,36
2022-06-02,9,71,5,94
2022-06-02,10,26,12,88
2022-06-02,10,73,15,114
2022-06-02,10,3,11,142
2022-06-02,10,34,10,136
2022-06-02,10,85,14,70
2022-06-02,10,203,7,136
2022-06-02,10,141,5,53
2022-06-02,10,178,1,91
2022-06-02,10,75,4,21
2022-06-02,10,236,6,45
2022-06-02,10,157,10,145
2022-06-02,10,61,2,47
2022-06-02,10,104,4,63
2022-06-02,10,218,3,133
2022-06-02,10,184,5,141
2022-06-02,10,56,15,105
2022-06-02,10,244,12,91
2022-06-02,10,49,12,86
2022-06-02,11,69,7,30
2022-06-02,11,43,6,24
2022-06-02,11,252,2,37
2022-06-02,11,222,10,36
2022-06-02,11,92,13,149
2022-06-02,11,227,8,141
2022-06-02,11,169,2,119
2022-06-02,11,89,4,50
2022-06-02,11,23,1,97
2022-06-02,11,1,3,47
2022-06-02,11,259,6,140
2022-06-02,11,159,5,89
2022-06-02,11,155,8,112
2022-06-02,11,74,9,44
2022-06-02,11,85,14,87
2022-06-02,11,51,2,142
2022-06-02,11,201,2,137
2022-06-02,11,178,1,20
2022-06-02,12,253,3,91
2022-06-02,12,26,12,123
2022-06-02,12,236,6,87
2022-06-02,12,177,15,64
2022-06-02,12,45,5,132
2022-06-02,12,275,10,149
2022-06-02,12,109,7,56
2022-06-02,12,192,11,120
2022-06-02,12,248,5,60
2022-06-02,12,226,4,34
2022-06-02,12,210,7,79
2022-06-02,12,127,6,55
2022-06-02,12,215,8,110
2022-06-02,12,111,12,100
2022-06-02,12,266,1,145
2022-06-02,12,200,9,47
2022-06-02,12,17,5,68
2022-06-02,12,133,13,20
2022-06-02,13,212,1,35
2022-06-02,13,15,7,39
2022-06-02,13,114,13,146
2022-06-02,13,44,12,113
2022-06-02,13,175,2,91
2022-06-02,13,153,10,92
2022-06-02,13,283,7,55
2022-06-02,13,183,7,40
2022-06-02,13,10,5,148
2022-06-02,13,45,5,119
2022-06-02,13,168,9,52
2022-06-02,13,76,11,98
2022-06-02,13,182,1,141
2022-06-02,13,248,5,101
2022-06-02,13,251,8,76
2022-06-02,13,167,10,98
2022-06-02,13,53,15,32
2022-06-02,13,23,1,104
2022-06-02,14,166,7,133
2022-06-02,14,26,12,121
2022-06-02,14,164,4,111
2022-06-02,14,201,2,33
2022-06-02,14,74,9,71
2022-06-02,14,23,1,34
2022-06-02,14,293,4,59
2022-06-02,14,56,15,84
2022-06-02,14,97,10,128
2022-06-02,14,258,3,131
2022-06-02,14,213,11,34
2022-06-02,14,175,2,102
2022-06-02,14,36,14,51
2022-06-02,14,193,10,98
2022-06-02,14,211,9,47
2022-06-02,14,111,12,148
2022-06-02,14,139,6,85
2022-06-02,14,297,7,40
2022-06-02,15,61,2,100
2022-06-02,15,139,6,22
2022-06-02,15,232,9,138
2022-06-02,15,239,4,92
2022-06-02,15,20,13,44
2022-06-02,15,53,15,117
2022-06-02,15,8,7,119
2022-06-02,15,121,13,101
2022-06-02,15,191,7,25
2022-06-02,15,104,4,78
2022-06-02,15,90,14,131
2022-06-02,15,73,15,65
2022-06-02,15,174,7,94
2022-06-02,15,195,14,85
2022-06-02,15,258,3,149
2022-06-02,15,238,7,23
2022-06-02,15,204,5,148
2022-06-02,15,208,6,38
2022-06-02,16,12,1,74
2022-06-02,16,162,8,77
2022-06-02,16,158,11,93
2022-06-02,16,182,1,73
2022-06-02,16,201,2,119
2022-06-02,16,84,2,108
2022-06-02,16,91,11,97
2022-06-02,16,240,13,149
2022-06-02,16,193,10,135
2022-06-02,16,160,4,73
2022-06-02,16,16,15,141
2022-06-02,16,22,1,32
2022-06-02,16,59,6,99
2022-06-02,16,93,15,29
2022-06-02,16,121,13,89
2022-06-02,16,6,14,114
2022-06-02,16,70,15,70
2022-06-02,16,34,10,43
2022-06-02,17,118,8,72
2022-06-02,17,48,9,81
2022-06-02,17,92,13,133
2022-06-02,17,262,7,105
2022-06-02,17,288,7,63
2022-06-02,17,284,10,119
2022-06-02,17,145,10,110
2022-06-02,17,49,12,40
2022-06-02,17,69,7,34
2022-06-02,17,176,5,88
2022-06-02,17,119,1,112
2022-06-02,17,113,7,22
2022-06-02,17,142,6,148
2022-06-02,17,207,10,131
2022-06-02,17,44,12,93
2022-06-02,17,105,10,118
2022-06-02,17,17,5,64
2022-06-02,17,46,13,35
2022-06-02,18,142,6,112
2022-06-02,18,217,14,110
2022-06-02,18,58,7,76
2022-06-02,18,162,8,87
2022-06-02,18,11,15,121
2022-06-02,18,131,12,126
2022-06-02,18,240,13,101
2022-06-02,18,151,9,114
2022-06-02,18,287,9,89
2022-06-02,18,209,13,61
2022-06-02,18,296,13,125
2022-06-02,18,16,15,20
2022-06-02,18,159,5,47
2022-06-02,18,278,13,146
2022-06-02,18,138,7,100
2022-06-02,18,264,2,50
2022-06-02,18,6,14,134
2022-06-02,18,74,9,44
2022-06-02,19,27,6,144
2022-06-02,19,44,12,123
2022-06-02,19,205,2,116
2022-06-02,19,152,13,95
2022-06-02,19,211,9,97
2022-06-02,19,109,7,94
2022-06-02,19,277,5,72
2022-06-02,19,59,6,52
2022-06-02,19,240,13,36
2022-06-02,19,50,5,52
2022-06-02,19,60,14,80
2022-06-02,19,213,11,83
2022-06-02,19,272,8,68
2022-06-02,19,287,9,85
2022-06-02,19,258,3,81
2022-06-02,19,67,7,97
2022-06-02,19,227,8,84
2022-06-02,19,135,15,82
2022-06-02,20,70,15,94
2022-06-02,20,258,3,35
2022-06-02,20,264,2,79
2022-06-02,20,87,4,141
2022-06-02,20,163,3,131
2022-06-02,20,293,4,90
2022-06-02,20,43,6,51
2022-06-02,20,155,8,132
2022-06-02,20,154,8,83
2022-06-02,20,10,5,52
2022-06-02,20,40,10,26
2022-06-02,20,269,7,45
2022-06-02,20,212,1,102
2022-06-02,20,35,2,87
2022-06-02,20,225,14,81
2022-06-02,20,63,11,57
2022-06-02,20,26,12,140
2022-06-02,20,84,2,81
2022-06-02,21,72,12,128
2022-06-02,21,227,8,122
2022-06-02,21,102,1,21
2022-06-02,21,97,10,70
2022-06-02,21,126,4,80
2022-06-02,21,190,12,42
2022-06-02,21,8,7,46
2022-06-02,21,109,7,94
2022-06-02,21,162,8,126
2022-06-02,21,217,14,82
2022-06-02,21,209,13,114
2022-06-02,21,81,13,85
2022-06-02,21,136,11,60
2022-06-02,21,154,8,59
2022-06-02,21,60,14,66
2022-06-02,21,151,9,56
2022-06-02,21,223,7,65
2022-06-02,21,32,14,60
2022-06-02,22,269,7,31
2022-06-02,22,197,13,138
2022-06-02,22,36,14,121
2022-06-02,22,231,3,103
2022-06-02,22,164,4,101
2022-06-02,22,74,9,53
2022-06-02,22,152,13,122
2022-06-02,22,299,3,34
2022-06-02,22,193,10,37
2022-06-02,22,249,8,69
2022-06-02,22,1,3,134
2022-06-02,22,128,7,145
2022-06-02,22,88,5,132
2022-06-02,22,294,3,130
2022-06-02,22,201,2,61
2022-06-02,22,262,7,140
2022-06-02,22,3,11,77
2022-06-02,22,253,3,88
2022-06-02,23,291,12,85
2022-06-02,23,228,5,63
2022-06-02,23,186,6,99
2022-06-02,23,68,11,139
2022-06-02,23,51,2,82
2022-06-02,23,220,10,130
2022-06-02,23,194,9,39
2022-06-02,23,93,15,63
2022-06-02,23,15,7,116
2022-06-02,23,13,12,114
2022-06-02,23,223,7,78
2022-06-02,23,48,9,38
2022-06-02,23,212,1,116
2022-06-02,23,142,6,128
2022-06-02,23,183,7,113
2022-06-02,23,262,7,35
2022-06-02,23,239,4,81
2022-06-02,23,234,1,145
2022-06-02,24,163,3,94
